id,Name,Aerial Duels won,Age,Assists,Attacking options created,Attempted Passes,Blocks,Clearances,Country_val,Expected Goal Contributions,Interceptions,Open Play Goals,Open Play Expected Goals,Percentage of Passes Completed,Progressive Passes Rec,Progressive Passes,Progressive Carries,Shots,Successful Dribbles,Touches in attacking penalty area,Tackles,Value at beginning of 2020/21 season,Value at beginning of 2021/22 season,Value at beginning of 2022/23 season,Value at beginning of 2023/24 season
917,Lassine Sinayoko,1.3,23,0.11,3.68,31.8,0.69,0.97,50,0.16,1.1,0.06,0.2,74.4,8.6,4.24,2.81,2.41,1.61,4.36,1.89,0.2,0.8,1.3,1.2
432,Emil Ceide,0.2,21,0.17,3.49,29.5,0.52,0,50,0.25,0.2,0,0.16,72.8,8.21,3.32,6.47,1.75,1.4,6.82,0.87,0.4,,1,2.5
948,Linton Maina,0,24,0.28,2.99,27.5,0.76,0.36,14,0.26,0.2,0.12,0.2,69.3,6.95,2.45,3.62,1.41,0.88,3.98,0.72,7.5,2.5,1.8,6
989,Luis Javier Suarez,2.1,25,0.24,2.44,23.5,0.76,0.81,50,0.14,0.3,0.33,0.39,68.5,5.46,1.8,1.66,2.89,1.09,4.08,1.04,10,10,9,8
887,Kim Min-jae,2.9,26,0.05,1.19,80.4,1.06,3.64,27,0.04,1.5,0.05,0.02,90.2,0.19,4.81,1.2,0.21,0.14,0.7,1.57,2,6.5,9,60
983,Lucas Vazquez,0.1,32,0.13,3.44,73.2,0.74,1.14,10,0.16,0.7,0.27,0.15,87,10.97,3.95,2.61,0.94,1.07,3.41,2.54,10,12,12,8
1531,Stefan Bajcetic,1.3,18,0,2.08,47.3,0.99,0.57,10,0.06,1.5,0.14,0.12,77.8,0.28,4.25,1.42,1.13,1.13,0.71,2.13,,,1,13
1125,Mehdi Bourabia,0.7,32,0.1,2.73,41.6,1.27,1.85,11,0.15,1.1,0.03,0.08,76.5,1.88,3.67,1.2,1.07,0.91,0.68,1.33,3,1.6,1,1.3
277,Christian Norgaard,0.9,29,0.15,1.71,41.5,1.63,2.09,19,0.17,1.8,0.05,0.09,74.9,0.41,3.73,0.2,0.97,0.41,2.14,2.65,4,8,10,16
1318,Pedri,0.2,20,0.04,4.22,65.4,1.27,0.34,10,0.24,0.7,0.22,0.25,86.4,4.99,8.15,3.09,1.08,1.64,2.64,1.71,30,80,80,100
1567,Theo Sainte-Luce,1,24,0.17,1.94,44.8,1.18,1.85,2,0.13,1.7,0.17,0.08,82.3,6.07,2.36,0.84,0.51,1.35,1.01,2.19,0.4,1,1.2,2
358,Deiver Machado,0.6,29,0.12,1.82,36.1,0.87,1.11,50,0.13,0.9,0.16,0.06,82.2,5.4,2.23,2.43,0.74,0.7,1.24,1.85,0.7,2,1.8,4
898,Kostas Stafylidis,1.2,29,0.17,1.63,36.5,1.81,2.68,50,0.06,1.8,0,0.03,70.2,1.21,2.24,0.78,1.21,0.69,0.26,2.33,2,1.8,1.8,1.2
236,Callum Wilson,1,31,0.24,2.16,11.6,0.38,0.24,5,0.14,0.1,0.72,0.81,66.1,5.66,0.91,1.29,3.36,0.58,5.95,0.43,22.5,20,18,16
757,Joel Veltman,1.1,31,0.04,1.55,62.2,1.11,2.1,50,0.03,0.8,0.04,0.08,83.4,2.02,6.29,1.77,0.62,0.21,0.95,2.55,5,8,10,10
1415,Rodrigo Bentancur,0.9,26,0.09,2.36,55.9,1.48,1.17,16,0.05,1.2,0.27,0.14,84.7,1.17,5.71,1.66,0.9,1.21,1.08,2.56,46,25,28,40
1640,Vitaly Janelt,1.3,25,0.04,2.02,41.6,1.18,1.06,14,0.06,1.2,0.12,0.11,79.6,1.14,3.34,0.57,0.57,0.37,1.47,2.2,1.8,10,12,20
429,Emerson,1.5,24,0.04,1.79,54.6,0.83,3.48,3,0.04,0.9,0.08,0.1,79.3,5.41,4.11,2.45,0.99,0.67,2.49,2.84,0.15,14,14,12
1179,Moussa Diarra,1.2,22,0.07,1.24,47.5,1.84,1.98,50,0.05,1.4,0,0.01,83.1,3.16,3.67,1.54,0.07,0.66,0.59,1.47,0.35,0.5,0.6,0.8
1263,Ola Solbakken,0.5,24,0.32,3.22,34,0.32,1.27,50,0.27,0.2,0.11,0.12,69.5,9.21,2.96,2.65,1.48,0.74,3.49,0.64,0.4,,2,3.5
208,Borja Mayoral,1.2,26,0.07,1.98,25.3,0.59,0.33,10,0.1,0.1,0.26,0.24,75.1,5.42,2.09,1.89,1.63,0.88,3.85,0.29,10,10,9,9
1121,Maximiliano Caufriez,0.8,26,0,0.51,45.6,1.34,2.84,4,0,1.4,0.04,0.05,88.5,0.53,3.73,1.34,0.57,0.2,0.57,1.62,11,7,5.5,2.5
1331,Phil Foden,0.8,23,0.32,5.05,54.3,1.13,0.49,5,0.26,0.4,0.49,0.32,81.5,13.42,4.45,3.27,2.22,1.9,6.27,0.85,60,85,90,110
544,Gary Medel,0.9,36,0.06,1.47,67.1,1.04,2.07,31,0.02,1.8,0,0.01,89.5,0.3,3.53,0.06,0.12,0.24,0,1.52,1.5,1,1,0.8
58,Alessandro Zanoli,0.6,22,0.17,2.24,41.4,1.09,2.3,8,0.08,0.8,0.12,0.18,76.5,3.68,2.13,3.11,0.92,1.61,1.32,1.44,0.2,1,4,6
1438,Ruben,1.5,33,0.2,2.03,34.4,1.42,1.82,9,0.16,1.9,0,0.06,68.4,5.78,1.42,3.45,0.91,1.22,2.13,3.04,0.4,0.2,0.075,15
1352,Rafael Borre,2.1,27,0.14,2.75,33.9,0.9,0.69,50,0.19,0.1,0.07,0.29,71.1,7.72,2.55,2,2.07,1.17,5.24,1.86,10,17,20,9
1295,Papa Ndiaga Yade,0.8,23,0.32,3.33,55,1.58,1.58,18,0.23,1.3,0,0.12,72,7.13,2.54,4.6,1.58,0.95,1.74,1.58,0.6,2.5,2,1.2
932,Leo Skiri Ostigard,5.7,23,0,0.77,80.9,1.02,4.53,50,0,1.2,0.15,0.03,86.6,0.15,4.97,1.02,0.58,0,0.58,1.02,2.5,3,4,7
1346,Przemyslaw Frankowski,0.4,28,0.1,4.11,58.1,1.21,1.33,23,0.24,1.3,0.06,0.07,74.6,7.53,4.19,1.62,0.89,0.41,1.81,2.45,2,7,8,9
363,Denis Zakaria,0,26,0,0.78,38.6,0.89,1.78,12,0.01,1.1,0.15,0.05,88.9,1.18,1.78,2.22,0.44,0.74,0.59,2.37,40,27,27,18
984,Lucien Agoume,2.6,21,0.08,2.33,61.2,1.15,1.97,2,0.1,2.3,0,0.08,83.2,0.82,7.65,0.74,0.74,0.41,1.07,3.46,3.5,6,7,7
354,Davie Selke,6.8,28,0.08,2.47,21.9,0.55,1.25,14,0.14,0.1,0.39,0.34,56.8,4.85,1.64,0.78,2.58,0.39,5.08,0.16,5,1.8,1.8,2.5
427,Emanuel Aiwum,1.5,22,0,0.63,44.5,1.52,2.83,50,0.02,1.4,0,0.01,79.1,0.38,2.5,1.03,0.16,0.16,0.27,2.99,2,3,3,3
963,Luca Caldirola,1.3,32,0,0.48,54.9,1.22,2.52,8,0.02,1,0.08,0.05,87.9,0.5,2.41,0.46,0.38,0.04,0.46,0.99,2,1.2,1,1.5
1368,Rasmus Nissen,1.6,26,0.05,1.69,47.9,1.47,2.8,19,0.05,1.7,0.14,0.05,70.9,3.21,4.09,0.69,0.6,0.32,1.06,2.85,0.05,0.05,,13
1545,Stijn Spierings,0.6,27,0,1.82,60.1,1.41,1.27,50,0.06,1.6,0.06,0.06,85.3,0.87,6.66,0.89,0.69,0.46,0.58,2.74,0.7,1.2,1.8,6
1654,Wilfred Ndidi,1.3,26,0,0.67,48.2,1.72,2.57,40,0.01,2.1,0,0.01,83.9,0.38,2.73,0.59,0.38,0.54,0.27,3.27,45,60,60,25
1043,Marcus Thuram,1.5,26,0.21,2.48,20.1,0.72,0.79,2,0.2,0.2,0.47,0.66,74,6.09,1.65,2.69,3.29,1.47,6.27,0.5,80,85,70,32
1467,Samuel Moutoussamy,0.7,27,0.06,2.19,46.5,0.89,0.68,50,0.05,0.9,0,0.1,86,1.54,5.75,1.6,0.83,0.71,1.23,2.31,2.2,1,1.5,5
292,Connor Ronan,0.3,25,0.17,3.23,58.9,0.5,0.73,49,0.15,0.6,0,0.03,81.1,1.29,6.38,1.57,0.9,0.9,0.34,1.23,0.45,0.5,0.75,1
1142,Miguel Almiron,0.2,29,0.07,3.3,35.5,0.9,0.61,50,0.13,0.4,0.4,0.33,82.6,9.54,4.48,2.78,2.49,1.23,4.99,1.66,16,16,16,32
1370,Raul de Tomas,1.3,28,0,2.35,17.3,0.45,0.67,10,0.06,0,0.34,0.44,73.5,5.7,2.01,1.45,4.58,1.9,4.81,0.34,40,22,18,8
952,Lloyd Kelly,1.6,24,0.09,0.75,51.4,1.15,4.46,5,0.02,1.2,0,0.01,80.2,0.44,2.07,0.62,0.13,0.04,0.4,1.46,7,10,12,18
118,Angel Correa,0.3,28,0.05,3.95,32.2,1.32,0.31,1,0.22,0.5,0.46,0.46,78.5,8.64,3.66,2.59,2.64,1.37,7.17,0.71,40,40,45,30
1202,Nayef Aguerd,1.8,27,0,0.83,43.1,1.47,4.46,11,0.03,1.1,0.11,0.14,78.5,0.23,1.41,0.11,0.68,0.23,1.3,1.52,4,2,2,35
1657,Wilfried Zaha,0.2,30,0.08,3.76,25.6,0.83,0.35,45,0.12,0.6,0.28,0.21,77.2,9.36,2.95,3.38,2.52,2.16,5.63,1.26,50,40,38,22
233,Caglar Soyuncu,4.1,27,0,0.36,52.6,1.53,5.1,50,0.02,1.2,0.17,0.08,78,0,2.04,0.85,0.85,0.17,1.19,2.38,40,45,40,15
614,Hirving Lozano,0.4,28,0.17,3.93,32.4,1.65,0.39,15,0.24,0.8,0.13,0.29,74.1,10.6,2.65,4.78,2.3,2.13,4.69,1.48,38,40,35,25
1486,Sebastiaan Bornauw,2.4,24,0,0.35,57.6,1.26,3.87,4,0,1.5,0.05,0.02,86.1,0.28,3.97,0.28,0.19,0.09,0.75,1.35,13,13,10,8.5
196,Benjamin Pavard,2.2,27,0.03,1.66,88.6,1.34,3.07,2,0.09,1.8,0.18,0.12,88.7,2.53,7.59,1.31,1.19,0.03,1.7,2.44,45,30,30,40
846,Karim Adeyemi,0.6,21,0.26,4.07,28.5,1.07,0.2,14,0.27,0.5,0.41,0.35,73.8,8.27,2.86,3.68,2.45,2.25,4.44,0.87,9,35,35,40
1023,Marc Guehi,1.5,23,0,0.82,59.7,1.22,3.62,5,0.01,1.3,0.03,0.05,85.3,0.08,2.87,0.46,0.38,0.38,0.76,1.41,5,2.5,2.5,35
1423,Rogerio,0.6,25,0.09,2.33,61.2,0.96,2.1,3,0.09,1.1,0,0.02,80.7,3.45,5.56,3.3,0.45,0.69,0.93,1.11,7,6,6,5.5
81,Alexis Mac Allister,0.8,24,0.06,3.48,57.5,0.81,0.31,1,0.14,0.7,0.12,0.26,86,2.4,5.43,2.15,2.49,1.31,1.96,2.18,11,10,16,65
1593,Timothy Castagne,1.5,27,0.08,1.48,50.8,1.38,3.04,4,0.08,1.2,0.06,0.07,80.1,4.12,2.93,1.08,0.53,0.3,1.44,2.41,24,28,28,25
1529,Stanislav Lobotka,0.3,28,0.02,2.14,66.4,0.82,0.43,50,0.03,0.6,0.02,0.02,93.6,1.13,4.89,1.45,0.32,0.54,0.32,2.36,14,10,15,40
1308,Pau Torres,1.7,26,0,1.27,64.2,1.06,4.3,10,0.03,0.4,0.03,0.08,85.1,0.35,5.81,2.24,0.35,0.77,0.94,1.27,40,50,50,45
888,Kingsley Coman,0.8,27,0.28,5.65,50.6,1.34,0.37,2,0.35,0.2,0.42,0.29,79.1,18.26,4.68,6.21,2.92,2.97,5.98,1.02,40,55,60,65
380,Divock Origi,1.5,28,0.08,2.24,18.3,0.61,1.22,4,0.12,0,0.15,0.24,67.1,6.71,1.68,2.21,2.67,1.3,4.34,0.76,16,12,12,6
111,Andreas Pereira,0.3,27,0.2,4.15,35.7,0.7,0.27,3,0.18,0.2,0.1,0.25,65.6,4.45,4.05,1.77,2.04,0.57,2.21,0.6,24,35,35,18
1441,Ruben Dias,2,26,0,0.81,89.8,1.03,2.39,9,0.02,0.8,0.03,0.1,93.3,0.15,4.08,0.68,0.68,0.32,1.15,1.39,60,75,75,80
1283,Oscar Valentin,1,28,0,1.77,41.3,2.11,1.06,10,0.03,1.6,0,0.02,81.6,0.6,4.68,0.74,0.46,0.25,0.6,3.24,2.5,1.8,1.8,5
1431,Romeo Lavia,0.3,19,0,1.74,40.4,1.9,0.93,4,0.02,1.4,0.04,0.02,86.2,0.57,4.13,0.89,0.49,1.13,0.04,2.43,,1,2,32
560,Gian Marco Ferrari,1.9,31,0,0.89,52.4,1.17,3.28,8,0.02,1,0.04,0.06,85.8,0.16,4.09,0.45,0.32,0,0.57,0.93,10,10,7,2
1429,Romano Schmid,1.1,23,0.18,3.05,44.4,1.24,0.71,50,0.13,0.4,0.06,0.1,74.8,4.97,4.44,2.01,1.07,0.95,2.01,1.42,2,3,3.5,4.5
925,Leandro Paredes,0.4,29,0.12,3.99,70.7,0.99,1.52,1,0.17,1.4,0.06,0.06,88,0.94,6.78,1.29,1.23,0.47,0.23,2.1,20,20,17,12
1652,Wesley Said,0.7,28,0,3.37,27.3,0.56,0.28,2,0.14,0.1,0.7,0.52,79.5,9.36,3.63,2.66,3.77,2.38,5.73,0.56,2.5,2.5,2.5,2
1284,Ousmane Camara,1.7,21,0,0.18,62.7,0.69,2.59,50,0,2,0,0.03,90.9,0,2.76,0.52,0.17,0.35,0.17,1.73,0.2,1,1.3,1.5
1221,Nicola Sansone,0,31,0.24,3.96,26.5,0,0.49,8,0.13,0,0.49,0.38,73.9,8.76,1.58,2.07,2.68,0.49,3.53,1.46,5,3,2,1.5
310,Daichi Kamada,0.7,27,0.18,3.19,47.5,1.22,0.73,20,0.13,0.8,0.24,0.33,80.4,4.29,5.9,1.95,1.61,0.64,2.67,2.07,16,22,22,27
754,Joe Willock,0.6,23,0.21,3.14,33.5,1.9,0.6,5,0.23,0.9,0.11,0.28,81.7,5.35,4.26,3.41,2.04,1.3,4.01,1.79,16,22,22,38
1128,Melvin Bard,1.2,22,0,1.16,55.2,1.28,1.47,2,0.03,2.4,0,0.02,79.8,4.62,3.52,2.24,0.26,0.84,0.95,3.52,4,9,9,7
555,German Pezzella,2.4,32,0,0.69,46.3,1.3,4.35,1,0.01,1.8,0,0.05,86,0.09,1.81,0.27,0.45,0.21,0.76,1.36,13,5,5,5
1164,Mohammed Salisu,2.5,24,0.05,1.2,54.6,2.55,5.57,50,0.03,1.5,0,0.08,73.5,0.18,3.74,0.23,0.87,0.32,1.14,2.33,12,10,15,18
1270,Ollie Watkins,2,27,0.17,2.38,16.3,0.6,1.12,5,0.12,0.3,0.4,0.48,69.1,5.64,1.12,1.44,2.42,0.52,4.72,0.55,30,35,35,40
451,Erik Botheim,2.1,23,0.31,1.86,24,0.31,0.42,50,0.2,0,0.1,0.07,71.4,6.34,2.18,1.14,0.73,0.21,2.39,1.14,0.2,0.6,4,3.5
1303,Patrick Ciurria,0.4,28,0.16,2.3,43.6,0.78,1.05,8,0.19,0.2,0.2,0.18,79.5,5.49,2.97,2.19,1.63,0.59,1.67,1.01,0.8,1.4,1.6,5
1453,Sada Thioub,0.3,28,0.17,3.3,45.3,1.1,0.42,18,0.17,0.6,0.08,0.14,80.1,6.62,4.84,1.95,0.76,1.36,1.78,1.61,3.5,2.5,2,1.2
1259,Ohis Felix Uduokhai,2.7,25,0.06,0.85,45.6,1.68,3.79,14,0.02,1.9,0,0.02,76,0.31,3.23,0.74,0.25,0.31,0.74,1.86,12,16,12,8.5
287,Clement Vidal,2.4,23,0,0.29,37.2,1.28,3.46,2,0.01,1.3,0.05,0.05,76.9,0.14,2.89,0.14,0.57,0.05,0.76,1.18,0.45,0.5,0.6,1.8
678,Jacob Ramsey,0.6,22,0.24,2.91,30.4,1.64,1.16,5,0.18,0.8,0.2,0.19,81.9,4.06,3.35,3.21,1.13,1.06,2.9,2.36,1.5,15,22,42
1688,Youssef En-Nesyri,3.1,26,0.03,1.73,12.6,0.27,0.93,11,0.08,0.2,0.48,0.48,65.3,3.71,0.58,0.79,3.26,0.31,5.46,1,12,40,35,20
1163,Mohamed Youssouf,1.7,35,0,1.23,46.8,1.17,2.56,50,0.05,2.5,0,0.01,72.9,3.04,3.33,1.76,0.18,0.4,0.18,2.64,0.3,0.3,0.3,0.2
682,Jaka Bijol,2.9,24,0.07,0.72,45.6,1.35,5.44,50,0.05,1,0.1,0.08,84.7,0.23,2.18,0.1,0.66,0.07,1.32,1.29,2.5,3.5,3.5,10
1133,Michael Keane,6.1,30,0.18,0.96,40.3,1.1,5.03,5,0.06,1.3,0.09,0.14,69.2,0.37,2.83,0.18,1.28,0.37,2.19,0.64,28,25,22,10
806,Joshua Kimmich,0.5,28,0.22,4.57,86.5,1.34,1.14,14,0.26,1.6,0.1,0.07,84.9,1.52,9.87,1.24,1.19,0.4,0.6,2.41,85,85,80,75
494,Felix Nmecha,2.2,22,0.25,2.57,34.6,1.27,1.52,14,0.17,1.3,0.15,0.15,75.6,2.65,4.22,1.13,1.81,1.27,1.96,2.01,0.45,0.7,1,15
1633,Vincent Marchetti,0.2,26,0.07,2.01,38.8,0.84,1.14,2,0.06,0.7,0,0.09,79.2,2.13,5.25,2.42,1.36,1.65,1.03,2.02,0.4,0.5,0.6,2.5
845,Kaoru Mitoma,0.7,26,0.19,4.4,37.9,0.97,0.39,20,0.27,0.7,0.27,0.35,79.8,10.09,3.49,5.55,2.02,2.25,6.87,1.71,,1.8,2.5,32
707,Jean-Daniel Akpa-Akpro,1.1,30,0.07,1.95,27,2.32,1.79,45,0.08,0.9,0.07,0.11,74.4,2.46,2.59,1.26,0.93,2.06,1.59,3.52,3.5,3.2,2,1.5
1214,N'Golo Kante,0.3,32,0.13,4.16,55,1.72,0.26,2,0.3,1.1,0,0.15,80.3,6.07,5.94,3.7,1.32,1.72,2.38,2.51,128,90,75,15
1009,Malcolm Ebiowei,0.7,19,0,3.97,33.2,0.52,0,5,0.13,0.9,0,0.17,62.7,9.1,2.58,3.09,2.23,4.64,3.61,2.58,3.5,6,6,3
1230,Nicolas Pallois,1.3,35,0,0.41,47,1.41,4.97,2,0.01,1.5,0.03,0.05,83.3,0.1,3.34,0.29,0.36,0.26,0.49,2.81,2.5,1.2,1.5,0.9
1385,Renato Veiga,1.7,20,0,0.89,44.8,2.82,4.08,9,0.03,1,0,0.03,66,0.85,1.97,1.55,1.13,1.41,0.99,1.27,,,,1
973,Lucas Martinez Quarta,3.2,27,0.04,1.22,63.2,1.7,3.23,1,0.02,2,0.04,0.11,81.7,0.25,4.93,0.79,1.12,0.5,1.45,3.32,10,15,12,10
327,Daniel Vivian,1.5,24,0,0.67,54.6,1.02,3.41,10,0.03,0.9,0.04,0.06,80.8,0.19,4.7,0.95,0.49,0.15,0.98,2.16,0.6,7.5,12,14
254,Cesar Azpilicueta,1.6,33,0,1.8,68.1,1.56,3.02,10,0.08,1.1,0,0.02,83.4,4.83,4.33,1.36,0.45,0.4,1.36,2.52,17,11,9,5
1566,Theo Hernandez,1.1,25,0.1,2.93,55.3,0.99,1.36,2,0.13,0.7,0.07,0.1,80.4,4.46,4.21,3.37,1.48,0.63,1.99,1.7,50,48,55,60
1356,Raheem Sterling,0.3,28,0.14,3.3,34.1,0.71,0.25,5,0.2,0.1,0.32,0.29,75.9,9.1,3.39,3.71,1.79,1.54,5.53,0.93,110,85,70,55
471,Fabio Miretti,0.8,20,0.11,3.11,36.5,1.43,0.82,8,0.09,0.3,0,0.17,71.2,5.81,4.44,2.3,1.37,1.21,3.18,1.65,,0.8,5,15
322,Daniel James,0.1,25,0.11,1.73,24.8,0.99,0.77,50,0.13,0.3,0.22,0.25,63.7,6.26,1.98,3.3,1.87,0.66,3.85,1.65,16,18,18,12
1237,Nicolo Rovella,0.5,21,0.1,2.84,70.7,1.02,0.87,8,0.12,2.1,0.05,0.08,88.5,1.07,5.09,1.38,1.17,0.41,0.51,2.34,4,10,10,18
1052,Marko Pjaca,1.2,28,0,4.86,42.2,0.51,0.51,7,0.08,0.5,0,0.14,79.3,5.66,3.09,3.77,2.57,3.94,2.91,0.69,6.5,5,6.5,1.7
922,Leander Dendoncker,1.2,28,0,1.25,37.8,2.07,1.58,4,0.05,1.9,0,0.08,87.2,0.49,2.37,0.2,0.49,0.4,1.19,2.27,32,30,28,15
1421,Roger Ibanez,2,24,0,1.02,50.2,1.15,3.29,3,0.02,2.3,0.07,0.12,87.7,0.23,2.35,0.74,0.85,0.35,1.06,2,20,25,23,30
1236,Nicolo Fagioli,0.1,22,0.18,2.52,37.3,1.18,0.36,8,0.09,0.6,0.14,0.09,84.5,3.58,3.72,1.36,0.77,0.64,1.04,1.77,0.9,3.5,4,35
177,Aymeric Laporte,2.4,29,0,1.54,86.4,0.7,2.38,10,0.02,0.4,0,0.05,92.7,0.77,7,2.59,0.7,0.14,0.91,0.77,60,45,45,25
704,Jean Onana,1,23,0,1.4,53.1,1.67,2.22,50,0.04,2.1,0,0.05,86.2,2,3.22,1.33,0.89,0.78,1,3.11,0.5,4,5,6
1105,Mattia Zaccagni,0.5,28,0.2,3.13,35.7,1.14,0.32,8,0.15,0.7,0.26,0.2,80.1,9.54,2.89,4,1.78,2.01,4.06,1.34,1.5,2,2,30
86,Alfonso Pedraza,0.7,27,0.17,2.26,45.9,1.05,1.71,10,0.12,1,0,0.08,77,7.99,1.71,3.75,1.43,1.16,2.59,1.93,10,17,18,15
1198,Nathan N'Goumou,1,23,0,1.45,29.4,1.26,0.46,2,0.08,0.4,0.11,0.1,74.6,8.03,2.18,2.75,1.49,0.92,3.1,1.61,2,8,10,5
1611,Toti Gomes,1.6,24,0,0.86,50.8,1.46,4.66,9,0.03,1,0.09,0.05,82.9,2.1,2.47,0.37,0.46,0.82,1.37,1.37,,0.7,1,6
1005,Mads Pedersen,0.3,26,0,2.22,34.1,1.57,2.01,19,0.04,1,0,0.02,68,2.5,2.25,1.71,0.44,0.83,0.64,2.15,12,4.5,4,3.5
54,Aleksei Miranchuk,0.4,27,0.22,3.53,35.4,0.47,0.22,50,0.19,0.1,0.17,0.14,79.5,4.52,4.27,2.02,1.72,0.65,1.81,0.47,18,11,10,12
1683,Yoann Salmier,1.8,30,0,0.79,49.5,1.16,4.22,50,0.01,1.4,0.03,0.05,82.3,0.31,4.12,0.82,0.48,0.2,0.68,1.73,1.2,1.8,2,2
221,Breel Embolo,1.6,26,0.17,3.08,21.4,0.67,0.5,12,0.17,0.2,0.54,0.44,68.5,7.57,2.59,1.34,2.17,1.38,5.27,0.79,16,16,14,20
113,Andrei Girotto,2.2,31,0.02,0.87,49.5,1.56,5.05,3,0.05,2.1,0.02,0.06,82.2,0.17,3.81,0.44,0.76,0.07,0.88,3.32,5,3.5,4,4
727,Jeremy Doku,0.2,21,0.18,6.06,36,0.65,0.12,4,0.44,0.3,0.35,0.19,82,10.71,4.71,6.95,1.88,6.59,6.12,1.65,20,25,22,28
1053,Marlon,2.3,29,0,0.42,58.2,0.73,2.83,3,0.02,1.1,0,0.01,92.3,0.68,3.56,1.07,0.28,0.11,0.62,1.98,10,6,6,6
741,Joao Felix,0.7,23,0.13,4.01,34.1,0.22,0.13,9,0.12,0.2,0.35,0.47,75.9,6.97,4.12,3.11,4.04,1.89,3.95,1.23,100,60,70,50
174,Axel Disasi,2.5,25,0.09,0.92,54.5,1.3,2.85,2,0.03,1.9,0.11,0.09,83.3,0.55,5.8,1.7,0.77,0.57,1.43,0.77,15,18,15,30
583,Grigoris Kastanos,1.6,25,0.07,2.65,43.5,1.4,0.56,50,0.04,0.6,0.14,0.15,74.1,4.13,3.99,1.89,2.1,0.91,1.75,2.73,0.75,1,1.5,1.8
1330,Petar Stojanovic,0.2,27,0.06,3.02,60.5,1,3.24,50,0.06,0.7,0,0.02,79.8,3,5.35,2.94,0.59,0.76,0.88,2.47,0.85,2.5,3,2.3
18,Adam Marusic,0.9,30,0.06,1.38,60.4,0.61,2.09,50,0.05,1.1,0,0.02,86.3,1.57,3.78,1.25,0.52,0.35,0.58,1.37,7,9,7.5,8
423,Ellis Simms,3.8,22,0.16,2.1,20.4,0.56,0.88,5,0.18,0.2,0.56,0.44,64.3,5.83,1.36,1.92,2.56,0.48,4.63,0.32,,0.3,0.6,4
1246,Nikola Vlasic,0.8,25,0.2,3.98,32.4,0.82,0.46,7,0.15,0.3,0.17,0.16,79,6.93,3.5,2.8,1.75,0.99,3.83,1.06,30,27,25,17
285,Christopher Wooh,1.8,21,0,0.35,53.5,0.98,4.42,50,0.02,0.8,0.08,0.11,92.2,0,3.35,0.49,0.49,0.16,0.74,1.31,0.15,2,3,6
1351,Rafa Mir,2.5,26,0,1.35,18.2,0.35,0.94,10,0.06,0.4,0.41,0.52,66.6,3.99,0.76,0.88,3.46,0,4.75,0.47,6,16,16,10
428,Emanuele Valeri,0.4,24,0.1,3.19,40.7,0.55,1.42,8,0.16,0.7,0.06,0.08,59.9,5.11,2.91,3.59,1.29,0.58,1.81,1.75,0.25,1.3,1.8,3.5
1287,Pablo Barrios,0.7,20,0.12,2.72,56.3,1.48,0.74,10,0.1,1.1,0,0.07,82.1,3.33,6.41,2.1,1.48,1.97,1.48,2.34,,,0.1,5
843,Kamaldeen Sulemana,0.7,21,0.18,3.71,28.6,1.16,0.55,50,0.13,0.8,0.18,0.23,74.6,8.96,3.47,3.35,2.62,3.47,4.51,1.52,3,20,18,22
31,Adrien Tameze,0.8,29,0,1.65,32.4,1.51,1.63,50,0.03,1.1,0,0.03,76.5,1.72,3.06,0.95,0.36,0.77,0.62,1.51,6,7,10,6
1651,Wesley Fofana,2.4,22,0,1.07,62.7,1.02,2.4,2,0.01,1.7,0.1,0.07,88.7,0.92,3.07,2.2,0.51,0.61,0.82,2.51,27,40,40,55
780,Jonny Evans,2.2,35,0,0.36,67.6,1.28,4.37,49,0,1.6,0,0.02,87.5,0,3,0.51,0.09,0,0.17,1.11,10,5,4,2
214,Brahim Diaz,0.3,24,0.25,4.41,32.1,0.57,0.21,10,0.24,0.5,0.25,0.3,80.6,5.31,4.91,3.42,1.64,1.99,2.81,1.39,14,25,22,20
1417,Rodrigo Ely,2.3,29,0.03,0.63,42.1,1.31,5.79,3,0.02,0.9,0,0.03,81.2,0.11,1.48,0.17,0.54,0.14,0.86,0.86,2.3,1.5,2,3
326,Daniel Podence,0.3,27,0,3.69,33.7,0.97,0.3,9,0.14,0.4,0.3,0.23,67.1,7.52,4.83,2.19,2.19,1.22,3.56,1.37,25,22,20,20
901,Krepin Diatta,1.9,24,0.14,3.42,34.7,1.34,0.45,18,0.17,0.8,0.17,0.23,75,10.4,3.88,3.26,1.89,1.41,3.74,1.13,20,15,13,15
557,Giacomo Bonaventura,0.7,33,0.05,3.85,43.1,0.66,0.24,8,0.16,0.8,0.24,0.23,82.3,4.29,4.8,3.01,2.31,1.08,3.25,1.65,5,4,3,2.5
1018,Manu Trigueros,0.7,31,0.11,1.94,58,0.98,0.43,10,0.13,0.6,0,0.05,89,2.39,8.26,1.3,0.87,0.22,0.76,2.17,7,18,18,4
341,Darko Lazovic,0.2,32,0.2,2.82,33.6,0.56,0.76,25,0.28,0.7,0.16,0.16,61.8,6.7,3.25,2.89,1.73,0.76,2.69,0.96,5,4,4,2.5
147,Antonio Rudiger,1.4,30,0,0.64,58.8,0.87,2.91,14,0.01,0.8,0.06,0.07,91.8,0.29,2.15,0.7,0.81,0.09,0.9,0.81,25,35,40,32
360,Dejan Lovren,2.9,34,0,0.65,67.6,1.23,4.32,7,0.03,1.6,0.06,0.06,87.7,0.06,3.95,0.74,0.8,0.06,1.05,1.54,11,7,4.5,2.5
